date;Finland;Angola;New Zealand
2021-04-27;1.5662598200451245;0.08420058551572064;0.05340292702896326
2021-04-28;1.5704098368082928;0.0849341192573964;0.05348480196499846
2021-04-29;1.5753753590489392;0.08578774480633768;0.05348480196499846
2021-04-30;1.5790179501816766;0.08650504992541;0.05348480196499846
2021-05-01;1.5825880519386377;0.08703410302228236;0.05358714563504247
2021-05-02;1.58456338742853;0.08761184198696503;0.05366902057107768
2021-05-03;1.5870099038609653;0.08806624341986154;0.053689489305086484
2021-05-04;1.5927365645472584;0.08855634782248561;0.05381230170913929
2021-05-05;1.5964697673997152;0.08935155033005449;0.0538941766451745
2021-05-06;1.6012721885448662;0.09062387434216466;0.0539146453791833
2021-05-07;1.6056034287474743;0.09153267720795766;0.0539146453791833
2021-05-08;1.609481610351483;0.0924284971756679;0.054078395251253714
2021-05-09;1.6119100044399741;0.09328212272460916;0.054119332719271315
2021-05-10;1.6142659091526896;0.09372029553490221;0.054119332719271315
2021-05-11;1.6189233515462889;0.094599886880009;0.054098863985262514
2021-05-12;1.6228196554942416;0.09544052953086753;0.054119332719271315
2021-05-13;1.6274589755438966;0.0963817896418674;0.054139801453280116
2021-05-14;1.6303041835430996;0.09746910735629831;0.054139801453280116
2021-05-15;1.6348166471851469;0.09852072210100161;0.05416027018728892
2021-05-16;1.6377887115919574;0.09943926214035669;0.05426261385733293
2021-05-17;1.6402171056804489;0.09992612081846006;0.05430355132535053
2021-05-18;1.6453638513605349;0.1007635177447979;0.05440589499539453
2021-05-19;1.6492963999963757;0.10203908748142877;0.054426363729403335
2021-05-20;1.6534826614474318;0.10276288404954248;0.05448776993142974
2021-05-21;1.6574152100832722;0.10356782373067341;0.05450823866543854
2021-05-22;1.6604597638658583;0.10434679761563884;0.05463105106949135
2021-05-23;1.6624169770118067;0.10529454917568008;0.05463105106949135
2021-05-24;1.6641023549985954;0.10588527103844554;0.05465151980350015
2021-05-25;1.667509355660061;0.10689144563985921;0.05465151980350015
2021-05-26;1.6702820742834876;0.10820596407073836;0.05467198853750895
2021-05-27;1.672873569467475;0.10907906396680377;0.05467198853750895
2021-05-28;1.6751751071483585;0.11017287313027604;0.05467198853750895
2021-05-29;1.677621623580794;0.11093886411715871;0.05471292600552655
2021-05-30;1.6787814535932077;0.11154256887800693;0.054733394739535354
2021-05-31;1.6802131187647813;0.11214302791433442;0.054733394739535354
2021-06-01;1.68294959270032;0.11279541854299296;0.054856207143588166
2021-06-02;1.6851423963175398;0.11347052924329633;0.05489714461160577
